timestamp,temp_in,temp_corrompida
2026-01-01 20:20:00,180.3942627270374,182.27325236325822
2026-01-01 20:25:00,180.0789312100682,181.14807603370767
2026-01-01 20:30:00,179.7632850501422,600.0
2026-01-01 20:35:00,179.44858250544362,180.69579605963273
2026-01-01 20:40:00,179.13607807262952,176.68798907494696
2026-01-01 20:45:00,178.82701748603816,179.66313079581778
2026-01-01 20:50:00,178.52263275182665,179.5776936557019
2026-01-01 20:55:00,178.22413723683286,175.65247213193794
2026-01-01 21:00:00,177.93272083173932,184.64950907186045
2026-01-01 21:05:00,177.64954520781998,179.3553437231024
2026-01-01 21:10:00,177.37573918617767,173.08704659624814
2026-01-01 21:15:00,177.11239423793205,179.47598722901384
2026-01-01 21:20:00,176.8605601332957,173.35170612047736
2026-01-01 21:25:00,176.62124075688195,179.45474533035477
2026-01-01 21:30:00,176.39539010592642,180.56633419035307
2026-01-01 21:35:00,176.18390848737417,173.229452141308
2026-01-01 21:40:00,175.9876389289921,179.45579299427166
2026-01-01 21:45:00,175.80736381881312,177.2933751557845
2026-01-01 21:50:00,175.6438017863077,178.60321836228786
2026-01-01 21:55:00,175.49760483771624,182.32605957527045
2026-01-01 22:00:00,175.3693557569608,174.48595853935046
2026-01-01 22:05:00,175.25956578249745,172.54611559081047
2026-01-01 22:10:00,175.1686725693699,171.96642062271803
2026-01-01 22:15:00,175.09703844458798,172.1601214187124
2026-01-01 22:20:00,175.04494896278604,174.76738280889526
2026-01-01 22:25:00,175.01261176791832,176.24075887725823
2026-01-01 22:30:00,175.00015576552923,
2026-01-01 22:35:00,175.0076306088981,177.9854903054278
2026-01-01 22:40:00,175.03500650110666,175.08181331186714
2026-01-01 22:45:00,175.08217431381814,180.31489699158448
2026-01-01 22:50:00,175.14894602229506,174.19618142263843
2026-01-01 22:55:00,175.2350554549208,185.02766445464343
2026-01-01 23:00:00,175.3401593542378,177.59256180619184
2026-01-01 23:05:00,175.4638387452726,172.37807154217398
2026-01-01 23:10:00,175.6056006056927,171.75038761267268
2026-01-01 23:15:00,175.7648798311385,177.50178052601396
2026-01-01 23:20:00,175.9410414878949,175.13657546072184
2026-01-01 23:25:00,176.1333833439233,178.70378512265484
2026-01-01 23:30:00,176.3411386681646,178.04479411662936
2026-01-01 23:35:00,176.56347928695408,176.30129520138934
2026-01-01 23:40:00,176.79951888536448,173.75106150031823
2026-01-01 23:45:00,177.04831654031736,171.59486653144825
2026-01-01 23:50:00,177.30888047137856,175.70142664393728
2026-01-01 23:55:00,177.5801719942858,180.6632076538503
2026-01-02 00:00:00,177.86110966144895,178.6318471403177
2026-01-02 00:05:00,178.15057357291727,173.6659139695541
2026-01-02 00:10:00,178.44740984062915,179.0708611736934
2026-01-02 00:15:00,178.75043518814846,180.13757775517226
2026-01-02 00:20:00,179.0584416675514,175.87655489722732
2026-01-02 00:25:00,179.3702014746614,179.9236118560653
2026-01-02 00:30:00,179.68447184343663,179.89402322984222
2026-01-02 00:35:00,180.0,175.88530692780975
